Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2,Known_For22,Average_Rating,Total_Reviews,Known_For,Category_Encoded,Locality_Encoded
Dragonfly Experience,"Modern Indian, North Indian, Beverages, European, Asian, Desserts",3.0226946861268753," Worldmark 1, Aerocity, New Delhi",4.6,0.2951465404542808,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/dragonfly-experience-aerocity-new-delhi,"Worldmark 1, Aerocity, New Delhi",91730411,28.55059,77.12299,Unknown,Unknown,4.282149712092131,1021,"Unknown, Unknown",722,414
AB's - Absolute Barbecues,"North Indian, Continental, Desserts, Salad",0.16914716054754217," MGF Metropolis Mall, MG Road, Gurgaon",4.6,7.598825561492918,3.7,-0.47767037205214263,https://www.zomato.com/ncr/abs-absolute-barbecues-mg-road,"Shop LG-01-02-03, Lower Ground Floor, Metropolis Mall, Sector 28, Near MG Road Metro Station, MG Road, Gurgaon, Gurgaon",91733711,28.47954578,77.08169919,"Smoked Cottage Cheese, Chilli Chicken Wing, Chilli Ice Cream, Pineapple Grill, Masala Corn, Rabbit","Value for Money Experience, Budget Food, Live Grill, Excellent Service Food, Tasty and Awesome Food, Courteous Service",4.15,8055,"Smoked Cottage Cheese, Chilli Chicken Wing, Chilli Ice Cream, Pineapple Grill, Masala Corn, Rabbit, Value for Money Experience, Budget Food, Live Grill, Excellent Service Food, Tasty and Awesome Food, Courteous Service",953,178
Qureshi Kabab Corner,"Mughlai, Kebab",-0.8821598225606332," Jama Masjid, New Delhi",4.6,0.7471146448932854,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/qureshi-kabab-corner-jama-masjid-new-delhi,"Opposite Gate 1, Jama Masjid, New Delhi",91971211,28.64987044,77.2359309,"Beef Kabab, Seekh Kebab Roll, Chicken Kabab, Kababs, Chicken Seekh, Rumali Roti","Very Cheap, Great Seating Capacity, Desi Vibes, Pocket Friendly, Cleanliness, Family Crowd",4.282149712092131,1453,"Beef Kabab, Seekh Kebab Roll, Chicken Kabab, Kababs, Chicken Seekh, Rumali Roti, Very Cheap, Great Seating Capacity, Desi Vibes, Pocket Friendly, Cleanliness, Family Crowd",740,139
Clock Tower,"North Indian, Asian, Beverages, Fast Food",2.271761126763893," Golf Course Road, Gurgaon",4.6,0.5870426079044713,3.964299424184261,-0.4845785839250365,https://www.zomato.com/ncr/clock-tower-golf-course-road,"Near Rapid Metro Pillar 141, Golf Course Road, Gurgaon",91959911,28.44812955,77.10074488,Unknown,Unknown,4.282149712092131,1309,"Unknown, Unknown",774,105
Saravana Bhavan,"South Indian, Beverages",-0.5817863988154403," Connaught Place, New Delhi",4.6,7.915830968078608,3.964299424184261,-0.4844215791097435,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi,"P-13, Connaught Circle, Connaught Place, New Delhi",91112911,28.6323048,77.21651338,"Kara Dosa, Rava Khichdi, Ghee Idli, Ghee Roast Paper Masala Dosa, Sweet Dahi Vada, Mini Idlies","Worth Waiting, Big Restaurant, South Indian Food, Ample Seating Area, Pure Veg, Authenticity",4.282149712092131,8315,"Kara Dosa, Rava Khichdi, Ghee Idli, Ghee Roast Paper Masala Dosa, Sweet Dahi Vada, Mini Idlies, Worth Waiting, Big Restaurant, South Indian Food, Ample Seating Area, Pure Veg, Authenticity",1211,53
C.I.A Call It Asiian,"Thai, Chinese, Sushi, Momos",-0.4315996869428438," Greater Kailash 2 (GK2), New Delhi",4.6,0.6634168477749512,4.2,1.209660377902184,https://www.zomato.com/ncr/c-i-a-call-it-asiian-greater-kailash-gk-2-new-delhi,"13- 16, Narmada Shopping Complex, Alaknanda Road, Near Don Bosco School, Greater Kailash 2 (GK 2), New Delhi",91114211,28.52776565,77.24686693,Unknown,Unknown,4.4,12173,"Unknown, Unknown",1259,108
Open Tap,"Finger Food, North Indian, Continental, Italian",1.2204541436557177," South Point Mall, Golf Course Road, Gurgaon",4.6,0.20621763101605073,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/open-tap-golf-course-road,"Upper Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon",91880111,28.44796211,77.09911142,"Kamikaze, Chicken Bbq Wings, Chicken Slider, Craft Beer, Hummus Pita, Tawa Mutton","Chill with Friends, Wooden Interiors, Amazing Music, Packed on Weekends, Fancy Crowd, Dj",4.282149712092131,936,"Kamikaze, Chicken Bbq Wings, Chicken Slider, Craft Beer, Hummus Pita, Tawa Mutton, Chill with Friends, Wooden Interiors, Amazing Music, Packed on Weekends, Fancy Crowd, Dj",582,363
Hamoni: Cafe By The Greens,"Cafe, North Indian, Italian, Desserts, Beverages",0.31933387242013866," Sector 23, Gurgaon",4.6,0.23028074768757179,3.4,-0.47437327093098874,https://www.zomato.com/ncr/hamoni-cafe-by-the-greens-sector-23,"CK Farm, Carterpuri Village, Sector 23A, Near Sector 23, Gurgaon",9172911,28.500857,77.053714,"Sizzler Brownie, Coffee Hazelnut, Cheese Balls, Hot Chocolate, Mezze Platter, Sunday Brunch","Peaceful Ambience, Soothing Ambience, Beautiful View, Peaceful Place, Fancy Crowd, Cleanliness",4.0,1033,"Sizzler Brownie, Coffee Hazelnut, Cheese Balls, Hot Chocolate, Mezze Platter, Sunday Brunch, Peaceful Ambience, Soothing Ambience, Beautiful View, Peaceful Place, Fancy Crowd, Cleanliness",291,299
Indian Grill Room,"North Indian, Mughlai, Beverages, Kebab",1.2204541436557177," Suncity Business Tower, Golf Course Road, Gurgaon",4.6,2.8238662358919524,4.1,1.4608680823710516,https://www.zomato.com/ncr/indian-grill-room-golf-course-road,"315, 3rd Floor, Suncity Business Tower, Golf Course Road, Gurgaon",9199111,28.43348273,77.1054012,"Pineapple Jalebi, Ajwain Paneer Tikka, Gulkand Ki Kheer, Triffle Pudding, Tandoori Ananas, Blue Ocean Mocktail","Buffet Variety and Quality, Classy Decor, Attentive Service, Good Food Good Quality, Live Kitchen, Complimentary Drinks",4.35,15838,"Pineapple Jalebi, Ajwain Paneer Tikka, Gulkand Ki Kheer, Triffle Pudding, Tandoori Ananas, Blue Ocean Mocktail, Buffet Variety and Quality, Classy Decor, Attentive Service, Good Food Good Quality, Live Kitchen, Complimentary Drinks",1039,369
Noida Social,"North Indian, Chinese, Burger, Rolls, Pizza, Momos, Continental, Beverages",0.46952058429273513," DLF Mall of India, Sector 18,  Noida, Noida",4.6,0.21458741072788415,4.2,-0.4129843881514092,https://www.zomato.com/ncr/noida-social-sector-18-noida,"C 412, 3rd Floor, DLF Mall Of India, Sector 18, Noida",91783811,28.56683885,77.32093547,"Cheesecake, Cocktails, Oreo Shake, Drink, Platter, Dessert","Hospitality was Amazing, Ambience was Lovely, Variety of Selection, Service is Great and Fast, Service and Quality of Food, Ambience was Super Cool",4.4,1409,"Cheesecake, Cocktails, Oreo Shake, Drink, Platter, Dessert, Hospitality was Amazing, Ambience was Lovely, Variety of Selection, Service is Great and Fast, Service and Quality of Food, Ambience was Super Cool",810,71
Barbeque Nation,"North Indian, BBQ, Beverages, Desserts",0.7698940080379282," Unity One Mall, Janakpuri, New Delhi",4.6,2.2411203234555503,3.5,-0.28502546368757964,https://www.zomato.com/ncr/barbeque-nation-vikaspuri-new-delhi,"Second Floor, Unity One Mall, Near Janakpuri West Metro Station, Vikaspuri, New Delhi",91803511,28.62861127,77.07575843,"Grilled Shrimp, Cajun Potatoes, Matka Phirni, Pan Kulfi, Grilled Pineapple, Barbeque","Live Grill, Complimentary Drinks, Service is Great and Fast, Themed Decor, Courteous Service, Comfortable Seating Area",4.05,4161,"Grilled Shrimp, Cajun Potatoes, Matka Phirni, Pan Kulfi, Grilled Pineapple, Barbeque, Live Grill, Complimentary Drinks, Service is Great and Fast, Themed Decor, Courteous Service, Comfortable Seating Area",785,396
Di Ghent Cafe,"European, Belgian",1.0702674317831211," Cross Point Mall, DLF Phase 4, Gurgaon",4.6,1.6813913052266907,4.2,-0.03287573032695355,https://www.zomato.com/ncr/di-ghent-cafe-dlf-phase-4,"207, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon",91124411,28.4683763,77.0831096,"Yogurt Smoothie, Lamb Lasagna, Egg Benedict, Chicken Panini, Baguette, Smoked Salmon","Breakfast Joint, Attentive Service, Warm Place, Cosy Ambience, Warm Ambience, Beautiful Cafe",4.4,5232,"Yogurt Smoothie, Lamb Lasagna, Egg Benedict, Chicken Panini, Baguette, Smoked Salmon, Breakfast Joint, Attentive Service, Warm Place, Cosy Ambience, Warm Ambience, Beautiful Cafe",501,57
Vapour Bar Exchange,"Continental, Italian, American, North Indian",0.9200807199105246," Sohna Road, Gurgaon",4.6,0.49079014121838693,3.5,-0.4549046738346515,https://www.zomato.com/ncr/vapour-bar-exchange-sohna-road,"Shop 1, Vipul Trade Centre, Sohna Road, Gurgaon",91958311,28.40647828,77.04205077,Unknown,Unknown,4.05,1406,"Unknown, Unknown",435,358
Kiara Soul Kitchen,"Asian, North Indian, Oriental, Desserts, Juices, Beverages",1.2204541436557177," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.6,-0.15054422920084876,3.8,-0.4674650590580949,https://www.zomato.com/ncr/kiara-soul-kitchen-greater-kailash-gk-2-new-delhi,"M 30, 1st Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",08047483507,28.53320796,77.24157427,Unknown,Unknown,4.199999999999999,713,"Unknown, Unknown",52,175
The Yellow Chilli,"North Indian, Mughlai, Chinese, Beverages, Desserts, Kebab",0.9200807199105246," Sector 110, Noida",4.6,1.9209762494779221,3.9,-0.29648681520397174,https://www.zomato.com/ncr/the-yellow-chilli-sector-110-noida,"GT 1 - 2, 1st Floor, Sector 104, Near Sector 110, Noida",91931211,28.54035801,77.36824997,"Shyam Savera, Lalla Mussa Dal, Kurkuri Bhindi, Paneer Taka Tak, Dahi Kabab, Chilli Garlic Noodles","Food and Service, Ambience is Beautiful, Buffet Variety and Quality, Keto Options, Taste of Food, Extensive Bar Menu",4.25,3782,"Shyam Savera, Lalla Mussa Dal, Kurkuri Bhindi, Paneer Taka Tak, Dahi Kabab, Chilli Garlic Noodles, Food and Service, Ambience is Beautiful, Buffet Variety and Quality, Keto Options, Taste of Food, Extensive Bar Menu",1053,274
Mahabelly,"Kerala, South Indian, Seafood, Biryani",-0.4315996869428438," DLF Avenue, Saket, New Delhi",4.6,1.6573281885551696,4.3,1.3352642301366178,https://www.zomato.com/mahabelly,"MA-A05, Ground Floor, Restaurant Block, DLF Avenue, Saket, New Delhi",9111411,28.52724131,77.21680172,"Chicken Varattiyathu, Sweet Coconut Dosa, Mango Prawn Curry, Kothu Porotta, Pork Roast, Egg Appam","Dinner Menu, Simple Decor, Taste of Food, Warm Hospitality, Ample Seating Area, Fantastic Service",4.449999999999999,13923,"Chicken Varattiyathu, Sweet Coconut Dosa, Mango Prawn Curry, Kothu Porotta, Pork Roast, Egg Appam, Dinner Menu, Simple Decor, Taste of Food, Warm Hospitality, Ample Seating Area, Fantastic Service",672,67
The Piano Man Jazz Club,"Finger Food, Mexican, American, Italian, Asian, Beverages",1.2204541436557177," Safdarjung, New Delhi",4.6,0.5629794912329502,3.9,-0.4773563624215566,https://www.zomato.com/ncr/the-piano-man-jazz-club-safdarjung-new-delhi,"Shop B 6, 7/22, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",91114111,28.55963877,77.19705764,Balcony seating arrangement with live band perfomances,Unknown,4.25,1332,"Balcony seating arrangement with live band perfomances, Unknown",572,262
You Mee,"Japanese, Sushi, Asian, Chinese, Thai, Beverages",0.018960448674945694," Greater Kailash 2 (GK2), New Delhi",4.6,0.2836380933505098,4.3,-0.22457860979975833,https://www.zomato.com/ncr/you-mee-greater-kailash-gk-2-new-delhi,"M 27, Ground Floor, Greater Kailash 2 (GK 2), New Delhi",9111411,28.53336231,77.24182505,"Matcha Cheesecake, Spider Roll, New Zealand Lamb Chops, Chicken Sushi, Chicken Gyoza, Sushi Platter","Sushi Place, Japanese Cuisine, Quality of Food, Relaxed Atmosphere, Cashless Payments, Large Servings",4.449999999999999,2675,"Matcha Cheesecake, Spider Roll, New Zealand Lamb Chops, Chicken Sushi, Chicken Gyoza, Sushi Platter, Sushi Place, Japanese Cuisine, Quality of Food, Relaxed Atmosphere, Cashless Payments, Large Servings",662,108
Delhi Club House,"North Indian, Continental, Asian",1.0702674317831211," Sangam Courtyard, RK Puram, New Delhi",4.6,0.5043910332501162,4.3,-0.4666800349816297,https://www.zomato.com/ncr/delhi-club-house-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi",91971811,28.5724776,77.17350684,"Dak Bunglow Chicken Roast, Trifle Pudding, Amritsari Chhole, Chicken Cutlets, Apple Crumble, Galouti Kebab","Booking, Family Place, Venue, Fancy Crowd, Comfort Food, Excellent Place",4.449999999999999,1344,"Dak Bunglow Chicken Roast, Trifle Pudding, Amritsari Chhole, Chicken Cutlets, Apple Crumble, Galouti Kebab, Booking, Family Place, Venue, Fancy Crowd, Comfort Food, Excellent Place",933,266
Wenger's Deli,"Fast Food, Desserts, Beverages, North Indian, Pizza",-0.7319731106880367," Connaught Place, New Delhi",4.6,1.6228028472438567,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/wengers-deli-connaught-place-new-delhi,"A 18, Radial Road, Connaught Place, New Delhi",91112311,28.63369024,77.21834097,"Peri Peri Veg Panini, Mocha Smoothie, Veg Bbq Burger, Crunchy Chocolate, Blueberry Blast, Continental Breakfast","Coffee Date, Pretty Decor, Live Kitchen, Cozy Place, Cute Little Place, Good Stuff",4.282149712092131,2290,"Peri Peri Veg Panini, Mocha Smoothie, Veg Bbq Burger, Crunchy Chocolate, Blueberry Blast, Continental Breakfast, Coffee Date, Pretty Decor, Live Kitchen, Cozy Place, Cute Little Place, Good Stuff",538,53
Farmer's Basket At Pluck,"Chinese, European, North Indian",3.0226946861268753," Pullman New Delhi Aerocity, Aerocity, New Delhi",4.6,0.18215451434452964,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/farmers-basket-at-pluck-aerocity-new-delhi,"Pullman Aerocity, Asset 2, Hospitality District, Aerocity, New Delhi",91987211,28.55452428,77.12400684,Unknown,Unknown,4.282149712092131,913,"Unknown, Unknown",315,237
The Pasta Bowl Company,"Italian, Fast Food, Pizza, Pasta",0.46952058429273513," Cross Point Mall, DLF Phase 4, Gurgaon",4.6,0.774316428956744,4.2,-0.3773442950798886,https://www.zomato.com/ncr/the-pasta-bowl-company-dlf-phase-4,"GL 201, Floor 2, Cross Point Mall, DLF Phase 4, Gurgaon",91124411,28.4682825,77.0833374,"Tortellini Puttanesca, Parma Ham Salad, Chicken Breast Sandwich, Spinach Ravioli, Ravioli Pasta, Orange Mojito","Cozy Ambience, Quality of Food, Live Kitchen, Cozy Place, New Menu, More Variety",4.4,2171,"Tortellini Puttanesca, Parma Ham Salad, Chicken Breast Sandwich, Spinach Ravioli, Ravioli Pasta, Orange Mojito, Cozy Ambience, Quality of Food, Live Kitchen, Cozy Place, New Menu, More Variety",639,57
Chor Bizarre,"North Indian, Mughlai, Beverages",0.9200807199105246," Pandara Road Market, New Delhi",4.6,-0.19762424007991172,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/chor-bizarre-pandara-road-new-delhi,"Near India Gate, Bikaner House, Pandara Road Market, New Delhi",91991111,28.60874005,77.23006457,"Khatte Baigan, Kashmiri Phirni, Tabakh Maaz, Dahi Batata Puri, Palak Patta Chat, Kulfi","Attentive Service, Classy Ambience, Peaceful Ambience, Themed Decor, Parking, Theme",4.282149712092131,550,"Khatte Baigan, Kashmiri Phirni, Tabakh Maaz, Dahi Batata Puri, Palak Patta Chat, Kulfi, Attentive Service, Classy Ambience, Peaceful Ambience, Themed Decor, Parking, Theme",1036,225
Honk - Pullman New Delhi Aerocity,"Japanese, Chinese, Thai, Beverages",2.271761126763893," Pullman New Delhi Aerocity, Aerocity, New Delhi",4.6,0.10054916215415381,3.964299424184261,-0.4852066031862087,https://www.zomato.com/ncr/honk-pullman-new-delhi-aerocity-aerocity-new-delhi,"Near IGI Airport, Asset 2, GMR Hospitality District, Aerocity, New Delhi",91964311,28.55391,77.1228483,Unknown,Unknown,4.282149712092131,840,"Unknown, Unknown",659,237
Sakley's The Mountain Cafe,"Cafe, Italian, Fast Food",0.46952058429273513," DLF Galleria, DLF Phase 4, Gurgaon",4.6,0.7659466492449106,3.8,-0.45254960160525587,https://www.zomato.com/ncr/sakleys-the-mountain-cafe-dlf-phase-4,"SF-93, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",919911,28.46760019,77.08134178,Unknown,Unknown,4.199999999999999,1684,"Unknown, Unknown",263,70
Cafe Diaries,"Cafe, Continental, Italian, Chinese, Mexican, Fast Food, Desserts, Beverages",-0.28141297507024726," Satyaniketan, New Delhi",4.6,0.2763145361026556,3.8,-0.4467404234394133,https://www.zomato.com/ncr/cafe-diaries-satyaniketan-new-delhi,"House 10, 1st Floor, Satyaniketan, New Delhi",91999911,28.58779727,77.16726098,Unknown,Unknown,4.199999999999999,1253,"Unknown, Unknown",207,268
Nando's,"Portuguese, Roast Chicken, Burger, Wraps, Salad",-0.28141297507024726," Ambience Mall, DLF Phase 3, Gurgaon",4.6,0.24074297232736358,4.0,-0.4437573319488455,https://www.zomato.com/ncr/nandos-1-dlf-phase-3,"3rd Floor, Ambience Mall, Gurgaon - Delhi Expressway, DLF Phase 3, Gurgaon",91888311,28.50239226,77.09723622,"Grill Chicken, Peri Peri Chicken, Hummus Pita, Peri Peri Sauce, Cheesecake, Chocolate Cake","Service is Great and Fast, Polite Behaviour, Customizable Dishes, Art, Seating Arrangement, Weekend Brunch",4.3,1238,"Grill Chicken, Peri Peri Chicken, Hummus Pita, Peri Peri Sauce, Cheesecake, Chocolate Cake, Service is Great and Fast, Polite Behaviour, Customizable Dishes, Art, Seating Arrangement, Weekend Brunch",1175,10
Cafe Parmesan,"Italian, Pizza, Beverages",1.2204541436557177," Sector 15, Faridabad",4.6,0.7722239840287857,4.1,-0.2886365744393196,https://www.zomato.com/ncr/cafe-parmesan-sector-15-faridabad,"SCF-42, 1st Floor, HUDA Market, Sector 15, Faridabad",91997111,28.39523789,77.32358616,"Bacon Panini, Chocolate Torte, Belgian Choco Shake, Veg Panini, Ravioli, Chicken Lasagna","Relaxed Atmosphere, Attentive Staff, Cozy Place, Friendly Service, New Menu, Fresh Ingredients",4.35,2734,"Bacon Panini, Chocolate Torte, Belgian Choco Shake, Veg Panini, Ravioli, Chicken Lasagna, Relaxed Atmosphere, Attentive Staff, Cozy Place, Friendly Service, New Menu, Fresh Ingredients",648,283
Nona's Kitchen,"North Indian, Mughlai, Rolls, Chinese, Kebab",-0.28141297507024726," Supermart 1, DLF Phase 4, Gurgaon",4.6,0.3390878839414062,3.7,0.27595274135446085,https://www.zomato.com/ncr/nonas-kitchen-dlf-phase-4,"A 224, Ground Floor, Supermart 1, DLF Phase 4, Gurgaon",91828811,28.46255565,77.08716184,Unknown,Unknown,4.15,5916,"Unknown, Unknown",1096,371
The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages",2.271761126763893," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",4.6,0.054515373739070005,3.964299424184261,-0.48504959837091566,https://www.zomato.com/ncr/the-great-kabab-factory-radisson-blu-plaza-delhi-airport-mahipalpur-new-delhi,"Radisson Blu Plaza Delhi Airport, National Highway 8, Near IGI Airport, Mahipalpur, New Delhi",9172911,28.54387704,77.11945999,"Set Menu, Dals, Galouti Kebab, Jalebi, Kababs, Kulfi","Clean Bathrooms, Pool, Worth the Price, Great Hospitality, Decoration, More Variety",4.282149712092131,797,"Set Menu, Dals, Galouti Kebab, Jalebi, Kababs, Kulfi, Clean Bathrooms, Pool, Worth the Price, Great Hospitality, Decoration, More Variety",1087,243
Wafflesome,"Desserts, Beverages",-0.7319731106880367," Greater Kailash 1 (GK1), New Delhi",4.6,0.7962871007003067,4.2,-0.07542403527136804,https://www.zomato.com/ncr/wafflesome-greater-kailash-gk-1-new-delhi,"M-33, Near M Block Market, Greater Kailash (GK) 1, New Delhi",91114911,28.55138919,77.23450698,"Brownie Nutella Waffles, Choco Waffle, Mango Waffle, Banana Toffee, Ice Cream Strawberry, Strawberry Waffle","Great Fragrance, Totally Worth it, Cosy Place, Pocket Friendly, Serving Size, Fancy Crowd",4.4,4115,"Brownie Nutella Waffles, Choco Waffle, Mango Waffle, Banana Toffee, Ice Cream Strawberry, Strawberry Waffle, Great Fragrance, Totally Worth it, Cosy Place, Pocket Friendly, Serving Size, Fancy Crowd",484,107
